caseNumber,caseStatus,caseSubmitted,decisionDate,employerName,jobTitle,socCode,socTitle,fullTimePosition,wageFrom,wageTo,wageUnit,prevailingWage,pwUnit,worksiteCity,worksiteState,worksitePostalCode,annualizedWage,sourceFile
I-200-26118-843383,Certified,,2026-05-05T00:00:00,"Anthropic, PBC",Member of Technical Staff (Scaling Team),15-1252.00,Software Developers,Y,213512,320000,Year,213512,Year,San Francisco,CA,94105,213512,FY2026_Q3
I-200-26118-844295,Certified,,2026-05-05T00:00:00,"Anthropic, PBC",Member of Technical Staff (TPU/GPU Kernels Machine Learning),15-1221.00,Computer and Information Research Scientists,Y,225000,1120000,Year,147867,Year,New York,NY,10013,225000,FY2026_Q3
I-200-26118-844379,Certified,,2026-05-05T00:00:00,"Anthropic, PBC",Member of Technical Staff (Reinforcement Learning),15-1252.00,Software Developers,Y,213512,500000,Year,135699,Year,San Francisco,CA,94105,213512,FY2026_Q3
I-200-26118-844474,Certified,,2026-05-05T00:00:00,"Anthropic, PBC","Research Scientist, Life Science",15-2051.00,Data Scientists,Y,169541,320000,Year,109491,Year,New York,NY,10013,169541,FY2026_Q3
I-200-26118-845416,Certified,,2026-05-05T00:00:00,"Anthropic, PBC",Research Operations,15-2031.00,Operations Research Analysts,Y,150000,260000,Year,100339,Year,San Francisco,CA,94105,150000,FY2026_Q3
I-200-26119-847146,Certified,,2026-05-06T00:00:00,"Anthropic, PBC",Member of Technical Staff (Human Data Operations),15-2051.00,Data Scientists,Y,169541,290000,Year,109491,Year,New York,NY,10013,169541,FY2026_Q3
I-200-26119-847158,Certified - Withdrawn,,2026-06-15T00:00:00,"Anthropic, PBC",Member of Technical Staff (Applied AI Engineering),15-1252.00,Software Developers,Y,213512,240000,Year,161637,Year,San Francisco,CA,94105,213512,FY2026_Q3
I-200-26121-857139,Certified,,2026-05-08T00:00:00,"Anthropic, PBC",Member of Technical Staff (Compute Capacity),15-1252.00,Software Developers,Y,213512,320000,Year,213512,Year,San Francisco,CA,94105,213512,FY2026_Q3
I-200-26121-860497,Certified,,2026-05-08T00:00:00,"Anthropic, PBC",Member of Technical Staff (Backend Systems),15-1252.00,Software Developers,Y,213512,405000,Year,213512,Year,San Francisco,CA,94105,213512,FY2026_Q3
I-200-26122-861169,Certified,,2026-05-08T00:00:00,"Anthropic, PBC",Member of Technical Staff (Claude Code),15-1252.00,Software Developers,Y,214000,300000,Year,213512,Year,San Francisco,CA,94105,214000,FY2026_Q3
I-200-26123-861894,Certified,,2026-05-08T00:00:00,"Anthropic, PBC","Manager, Design (Head of Experiential Creative)",27-1011.00,Art Directors,Y,200075,460000,Year,200075,Year,San Francisco,CA,94105,200075,FY2026_Q3
I-200-26123-861897,Certified,,2026-05-08T00:00:00,"Anthropic, PBC","Member of Technical Staff (Software Engineer, Safeguards)",15-1252.00,Software Developers,Y,213512,320000,Year,213512,Year,San Francisco,CA,94105,213512,FY2026_Q3
I-200-26125-871335,Certified,,2026-05-12T00:00:00,"Anthropic, PBC",Member of Technical Staff (TPU Kernel Engineer),15-1252.00,Software Developers,Y,264514,850000,Year,213512,Year,San Francisco,CA,94105,264514,FY2026_Q3
I-200-26125-871379,Certified,,2026-05-12T00:00:00,"Anthropic, PBC",Member of Technical Staff (Software Engineer),15-1252.00,Software Developers,Y,213512,320000,Year,213512,Year,San Francisco,CA,94105,213512,FY2026_Q3
