reqId,title,company,hiringOrg,timeType,postedOn,startDate,postingAgeDays,primaryLocation,nLocations,locations,remoteFlag,stateCodes,country,questionnaireId,similarJobsCount,description,descriptionLength,url,detailError,linkedinUrl,linkedinPostedDate,numApplicants,applicantLabel,dateDeltaDays,corroborationStatus,matchMethod,firstSeenDate,corroboratedOn,dumpDate,endDate,daysOnMarket,daysOnMarketBasis,censored,repostCount,lastResetDate,applicationDeadline,daysLeftToApply,workerSubType,jobFamilyGroup,earliestEvidenceDate,crossSourceRepostEvidence,applicantCensored,h1bFilings,h1bWageP25,h1bWageP50,h1bWageP75,h1bMatchBasis,h1bMatchTitle
A184093B,Head of Global Employee Relations,bytedance,ByteDance,Full time,,,,San Jose,1,San Jose,false,,United States of America,,0,"We're the Employee Relations team — we manage the relationship between the company, its employees, and employee representative bodies (e.g. unions, works councils).

What we do:
- Employee Relations case management and resolution
- Union/works council engagement
- Non-compete compliance
We design practical, compliant solutions that protect employees' rights while enabling business growth.

Responsibilities
- Global Scale & Complexity: lead a Global ER team located in 4 regions to support ER cases in around 45 jurisdictions to balance business needs, meet management philosophy, and control risks;
- Strategy & Operation Closed Loop: develop ER strategy, guidelines in different ER areas of underperformance, restructures, probation failure, etc, and partner with HRBPs to drive cases smoothly;
- Digital Transformation: optimize processes and introduce AI to improve efficiency；
- Labour Relations: collaborate with the Employee Representative Body to ensure compliance as well as management implementation;
- Non-Compete: develop post-termination restriction strategies in different countries and drive case implementation.

Minimum Qualifications
- Strong HR professional capability, with deep expertise in strategic business partnering and the ability to support business leaders in complex, fast-paced, and global or multi-market environments.
- Proven leadership capability, including the ability to lead through ambiguity, set clear priorities, build high-performing teams, and drive cross-functional/cultural collaboration across regions and stakeholder groups.
- Demonstrated experience managing complex, high-stakes, and executive-level matters with discretion and sound judgment.
- Ability to quickly understand our business model, operating environment, and the regulatory and cultural landscape of the markets we serve, and to translate that understanding into pragmatic ER strategy.
- Strong problem-solving capability, learning agility, ownership, resilience, and high standards of integrity and confidentiality.
- Good communication, influencing, and stakeholder-management skills. Able to influence stakeholders through data, empathy, and deep business understanding.
- Proficiency in English to collaborate effectively with global stakeholders.

Preferred Qualifications
- Working experience in fast-paced technology, internet, platform, or other high-growth business environments.
- Juris Doctor (J.D.), employment-law background, or relevant professional HR/ER certification.
- Familiarity with labor relations, works councils, unions, or local employment practices in one or more international markets is a plus.
- Proven ability to use data and analytics to drive proactive, preventative ER strategy.",2727,https://joinbytedance.com/search/7662678765295159557,,https://www.linkedin.com/jobs/view/4456673539,2026-08-22,25,among first 25,,matched,title,2026-09-19,2026-09-19T06:46:32,2026-09-23,,32,startDate+linkedin,true,0,,,,,Corporate Function / Support,2026-08-22,,true,,,,,,
A155204,Machine Learning Backend Engineer Graduate (AML MLDev) - 2027 Start,bytedance,ByteDance,Full time,,,,San Jose,1,San Jose,false,,United States of America,,0,"Data AML is ByteDance's Machine Learning mid-platform, providing training and inference systems for recommendation/advertising for businesses such as Douyin, Jinri Toutiao, and Xigua Video. It provides powerful Machine Learning computing power for internal business units within the company and conducts research on some general and innovative algorithms for issues in these businesses.

We are looking for talented individuals to join our team. As a graduate, you will get opportunities to pursue bold ideas, tackle complex challenges, and unlock limitless growth.
Successful candidates must be able to commit to an onboarding date by the end of the year. Please state your availability and graduation date clearly in your resume.
Candidates can apply to a maximum of two positions and will be considered for jobs in the order you apply. The application limit is applicable to our Company and its affiliates' jobs globally. Applications will be reviewed on a rolling basis - we encourage you to apply early.

Job Description:
- Responsible for the computational performance optimization of ByteDance's recommendation mid-platform models, conduct in-depth tuning for inference/training bottlenecks in business scenarios, and improve computing utilization.
- Lead the design and development of high-performance kernel libraries, covering general-purpose and business-customized kernels, including general computation and communication parallelism, to ensure the ultimate performance of kernels.
- Deeply cultivate model compilation optimization technology, and based on directions such as graph optimization, kernel fusion, computation scheduling, and code generation, build and improve the mid-platform model compilation system.
- Collaborate with the business and algorithm teams to identify performance issues, provide full stack performance analysis, bottleneck diagnosis, and optimization solutions, consolidate general-purpose performance optimization components, toolchains, and platform capabilities, and empower multiple internal business.

Minimum Qualifications:
- Individuals who are completing or have recently completed a Bachelor's/ Master's degree in Software Development, Computer Science, Computer Engineering, or a related technical discipline, or a related discipline.
- Familiar with mainstream model compilation stacks (such as TVM, MLIR, XLA, etc.), with relevant experience in development, and optimization;
- Proficient in C/C++ development, familiar with assembly, CPU/GPU architecture, and cache mechanism, with practical experience in high-performance kernel development;
- Familiar with the underlying principles of deep learning frameworks (such as TensorFlow, PyTorch, OneFlow, etc.), understand the computational graph structure, inference/training execution process, and have experience in implementing model graph optimization and compilation optimization;
- Possess strong abilities in independent thinking, problem decomposition, performance troubleshooting, and practical optimization, and be able to independently overcome complex performance bottlenecks;

Preferred Qualifications:
- Have experience in joint hardware and software design, and possess experience in heterogeneous computing projects;
- Have experience in contributing to or developing open-source deep learning kernel libraries, compilers, or inference engines;
- Have in-depth research experience on the underlying architecture and mechanisms of at least one machine learning framework (TensorFlow / PyTorch / MxNet or other self-developed frameworks).",3556,https://joinbytedance.com/search/7669791940490168629,,,,,,,no_match,,2026-09-19,,2026-09-23,,,,true,0,,,,,R&D,,,false,143,145920,211200,253620,subset,Machine Learning Engineer
A248828,Research Scientist Graduate (Distributed NoSQL Database Systems) - 2027 Start (PhD),bytedance,ByteDance,Full time,,,,Seattle,1,Seattle,false,,United States of America,,0,"About the Team
Join ByteDance’s database development team, where you’ll build and own cutting-edge database products supporting Bytedance’s global infrastructure. Our diverse portfolio includes relational databases, distributed caches, key-value stores, document databases, graph databases, wide-column stores, search engines, and multi-model databases. In this role, you’ll have the opportunity to enhance these services in a cloud-native environment, embracing a culture of intellectual curiosity, self-direction, and problem-solving.

We are looking for talented individuals to join our team. As a graduate, you will get opportunities to pursue bold ideas, tackle complex challenges, and unlock limitless growth.
Successful candidates must be able to commit to an onboarding date by the end of the year. Please state your availability and graduation date clearly in your resume.

Responsibilities
- Design and develop distributed NoSQL databases, with a focus on one of the following: distributed caches, key-value stores, document databases, graph databases, wide-column stores, search engines, or multi-model databases.
- Build high-performance, low-latency, and highly available distributed systems to support mission-critical business operations with scalability and cost efficiency.
- Optimize compute and storage engines for cloud-native global deployments, improving efficiency and reducing operational costs.
- Provide technical guidance to internal business teams, identifying opportunities for system optimization to improve stability, functionality, and performance.
- Collaborate with cross-functional teams to develop robust database products and solutions.
- Address technical challenges in cloud service architectures, ensuring scalable solutions for large-scale, high-traffic systems.

Minimum Qualifications:
- Individuals who are completing or have recently completed a PhD degree in Computer Science or related discipline with strong database systems or AI research experience.
- Proficiency in one or more programming languages (C, C++, Java, Go, Python, Rust) with strong coding skills in a Linux environment.
- Deep understanding of database principles, distributed system design, and multi-threaded programming, with hands-on experience in distributed storage and computing technologies.
- Strong knowledge of distributed consensus algorithms, with experience in database kernel development.
- Practical experience with large-scale cloud-native architectures and distributed system control platforms.

Preferred Qualifications:
- Publications at conferences (e.g., SIGMOD, VLDB, NeurIPS, MLSys, ICDE).
- Familiarity with popular database systems and source code such as RocksDB, Redis, MongoDB, HBase, TiDB, Neo4j, Elasticsearch, JanusGraph, YugabyteDB, or CockroachDB.",2795,https://joinbytedance.com/search/7668365143156721973,,,,,,,no_match,,2026-09-19,,2026-09-23,,,,true,0,,,,,R&D,,,false,45,192370,245000,318947,subset,Research Scientist
A16363A,Research Engineer Graduate (AI Infra Compute) - 2027 Start (PhD),bytedance,ByteDance,Full time,,,,San Jose,1,San Jose,false,,United States of America,,0,"About the team
Compute division focuses on building large-scale and highly available cloud infrastructure, which supports both public cloud products (like VolcEngine ECS service) and the internal products. The Compute-US team focuses on the development and research of the compute infrastructure platform.

We are looking for talented individuals to join our team. As a graduate, you will get opportunities to pursue bold ideas, tackle complex challenges, and unlock limitless growth.
Successful candidates must be able to commit to an onboarding date by the end of the year. Please state your availability and graduation date clearly in your resume.

Responsibilities
- Develop key technologies to optimize our AI Infra stack, including training infra, inference infra, and AI agents.
- Work with academia and open source communities on joint development.
- Follow the latest technologies from academia or industry and conduct deep-dive analysis.
- Present our research and products in academic papers.

Minimum Qualifications:
- Individuals who are completing or have recently completed a PhD degree in Computer Science, Computer Engineering, or a related discipline.
- Experience with at least one of the following areas:
- LLM training infra, including optimizations for various post-training workloads such as RL training, knowledge distillation, etc.
- LLM inference infra, including inference engine performance improvements, more efficient execution parallelism, GPU kernel optimizations, etc.
- AI Agent Infra, including computer-use agents, coding agents, agent memory, agent sandbox, etc.
- Commit to proactive continuous learning, demonstrate enthusiasm for AI technologies, and exhibit a strong ability to quickly grasp and apply new technologies.
- Good communication and teamwork skills.

Preferred Qualifications:
- Frequent contributors or maintainers in AI Infra related open source communities such as vLLM or SGLang.
- Having CS conference publications such as OSDI or MLSys.",1995,https://joinbytedance.com/search/7667334521286035765,,https://www.linkedin.com/jobs/view/4448131833,2026-09-08,25,among first 25,,matched,title,2026-09-19,2026-09-19T07:03:14,2026-09-23,,15,startDate+linkedin,true,0,,,,,R&D,2026-09-08,,true,,,,,,
A33701A,Research Scientist Graduate (ByteBrain) - 2027 Start (PhD),bytedance,ByteDance,Full time,,,,San Jose,1,San Jose,false,,United States of America,,0,"ByteBrain is ByteDance’s AI for Infrastructure (AI4Infra) platform, dedicated to improving the efficiency, reliability, and intelligence of large-scale infrastructure systems through AI and machine learning. ByteBrain supports a wide range of infrastructure domains, including AI data center supply chains, AIOps, Operations Research and AgentOps, powering infrastructure optimization at massive scale.

Why This Role Is Unique
This role sits at the intersection of: Operations Research × AIOps × AI for Infra
You will have the opportunity to solve some of the most challenging optimization problems behind large-scale AI datacenters while pioneering the next generation of AI-powered decision-making systems, where LLMs, and optimization algorithms work together to improve efficiency, resource utilization, and operational intelligence across ByteDance's global infrastructure.

We are looking for talented individuals to join our team. As a graduate, you will get opportunities to pursue bold ideas, tackle complex challenges, and unlock limitless growth.

Successful candidates must be able to commit to an onboarding date by the end of the year. Please state your availability and graduation date clearly in your resume.

Responsibilities
- Design and develop AI, machine learning, and optimization algorithms to improve the efficiency, reliability, and performance of large-scale infrastructure systems and AI supply chain. Areas may include AIOps, operations research, software engineering, AgentOps, and system optimization.
- Drive the deployment, scaling, and continuous improvement of algorithms in production environments, supporting large-scale services.
- Identify optimization opportunities and emerging challenges from real-world infrastructure scenarios, translating them into impactful research and engineering solutions.
- Conduct cutting-edge research and publish high-quality papers in top-tier conferences and journals.

Minimum Qualifications
- Individuals who are completing or have recently completed a PhD degree in Computer Science or a related discipline.
- Proven research track record with multiple publications in top-tier conferences or journals related to AI, machine learning, operations research, systems, or related fields.
- Deep expertise in AI, machine learning, and/or operations research, with hands-on experience in large-scale data analysis and algorithm development.
- Strong coding, implementation, and problem-solving skills, with the ability to bridge research and production systems.
- Excellent communication and cross-functional collaboration skills.

Preferred Qualifications
- Industry experience applying AI and optimization techniques to real-world infrastructure challenges, such as:
- AI data center supply chain optimization
- AI Ops and intelligent operations
- Software engineering productivity optimization
- Operations research and resource scheduling
- System tuning and performance optimization
- Large-scale infrastructure management and automation",3012,https://joinbytedance.com/search/7667291055662811445,,,,,,,no_match,,2026-09-19,,2026-09-23,,,,true,0,,,,,R&D,,,false,45,192370,245000,318947,subset,Research Scientist
A35404,AI/LLM Network Software Development Engineer Graduate (High Speed Network) - 2026 Start (PhD),bytedance,ByteDance,Full time,,,,Seattle,1,Seattle,false,,United States of America,,0,"ByteDance Networking brings together innovative ideas and technologies from network architecture, software defined networking (SDN), network virtualization, switch software and hardware co-design, and high-speed networking, to create hyperscale data-center networking solutions that power several of the most popular apps of the world such as Douyin and TikTok which serve hundreds of millions of users around the globe.

ByteDance Networking is responsible for designing, building, and operating the global, intelligent network infrastructure to meet the requirements of high availability, scalability, and high-performance. By joining this team, you will gain marketable software development and/or network operation experiences in data center networking at massive scale.

We are looking for talented individuals to join us for this future position in 2026. As a graduate, you will get unparalleled opportunities for you to kickstart your career, pursue bold ideas and explore limitless growth opportunities. Co-create a future driven by your inspiration with Bytedance.

Successful candidates must be able to commit between January 5,2026 to December 14, 2026

Applications will be reviewed on a rolling basis - we encourage you to apply early. Please state your availability clearly in your resume (Start date, End date).

Candidates can apply for a maximum of TWO positions and will be considered for jobs in the order you applied for. The application limit is applicable to ByteDance and its affiliates' jobs globally.

Responsibilities:
- Design, implementation and deployment of high-speed network technologies to support AI/LLM applications.
- Design and development of platforms/systems for monitoring, analysis and diagnosis of large scale AI/LLM network.
- Research and development of high-performance AI communication framework, network protocol stacks, and codesign optimization of host-network-application to improve the scalability, reliability and performance of AI/LLM network.
- Building next generation AI network infrastructure supporting large scale heterogeneous network hardware with innovative and deployable solutions.

Minimum Qualifications
- Individuals who are completing or have recently completed a PhD degree in Software Development, Computer Science, Computer Engineering, or a related technical discipline.
- Proficiency in computer network and network programming.
- Proficiency in one or several mainstream programming languages, including C/C++, Python, Go and so on.
- Be familiar with the latest advances in the area of high-speed network systems, including RDMA, congestion control, AI network optimization and so on.

Preferred Qualifications
- Experience in developing high performance communication frameworks(including NCCL, MPI and RPC libraries) is a plus.
- Experience in developing software systems for AI network diagnosis and performance optimization is a plus.",2913,https://joinbytedance.com/search/7509248845324273938,,https://www.linkedin.com/jobs/view/4435834924,2026-09-08,25,among first 25,,matched,title,2026-09-19,2026-09-19T06:48:47,2026-09-23,,15,startDate+linkedin,true,0,,,,,R&D,2026-09-08,,true,,,,,,
A168271,Applied Machine Learning Production Engineer Graduate (AML-Production Engineer) - 2027 Start,bytedance,ByteDance,Full time,,,,San Jose,1,San Jose,false,,United States of America,,0,"The production engineering team for the Applied Machine Learning (AML) organization is at the heart of what we do. We are a global team of engineers who blend deep systems knowledge with software engineering to build and run the large-scale, distributed systems that power our machine learning products. Our mission is to ensure that ByteDance's core machine learning services are reliable, scalable, and efficient.
As a production engineer intern, you will be immersed in a fast-paced, high-impact environment. You will have the opportunity to work on real-world challenges, receive mentorship from experienced engineers, and contribute to systems that serve millions of users worldwide. This is a unique chance to develop your skills in coding, performance analysis, and large-scale system operations.

We are looking for talented individuals to join our team. As a graduate, you will get opportunities to pursue bold ideas, tackle complex challenges, and unlock limitless growth.
Successful candidates must be able to commit to an onboarding date by the end of the year. Please state your availability and graduation date clearly in your resume.
Candidates can apply to a maximum of two positions and will be considered for jobs in the order you apply. The application limit is applicable to our Company and its affiliates' jobs globally. Applications will be reviewed on a rolling basis - we encourage you to apply early.

Responsibilities:
- Assisting in the design and development of software and tools to enhance system automation, monitoring, and operational efficiency.
- Participating in troubleshooting and resolving system issues, analyzing root causes, and implementing preventative measures.
- Contributing to the enhancement of existing software by updating capabilities and supporting testing and validation procedures.
- Collaborating with software and hardware engineers to understand system requirements and contribute to performance improvements.
- Learning and applying principles of computer science, engineering, and mathematical analysis to solve real-world problems.

Minimum Qualifications:
- Individuals who are completing or have recently completed a Bachelor's/ Master's degree in Software Development, Computer Science, Computer Engineering, or a related technical discipline, or a related discipline.
- Solid understanding of fundamental data structures and algorithms.
- Foundational programming experience in at least one language, such as Python, C++, or Go.
- A keen interest in troubleshooting and analyzing distributed systems.
- Strong problem-solving skills and the ability to learn quickly.

Preferred Qualifications:
- Previous internship experience in a related field is a plus, but not required.
- Familiarity with Linux/Unix operating systems.
- Basic understanding of networking concepts (e.g., TCP/IP, HTTP).
- Exposure to containerization technologies like Docker and Kubernetes.
- Experience with Machine Learning frameworks like TensorFlow or PyTorch is a bonus.",3011,https://joinbytedance.com/search/7670004502598060341,,,,,,,no_match,,2026-09-19,,2026-09-23,,,,true,0,,,,,R&D,,,false,,,,,,
A99246,Research Scientist Graduate (Seed Quantum Chemistry and Machine Learning) - 2027 Start (PhD),bytedance,ByteDance,Full time,,,,San Jose,1,San Jose,false,,United States of America,,0,"About the Team:
Our team at ByteDance Seed has been focusing on developing quantum computational chemistry and machine learning tools to help us better understand some fundamental science problems, such as the mechanism of catalyst. We are looking for candidates to join our team and conduct cutting-edge research in the area of quantum chemistry using advanced machine learning and large-scale computational infrastructure.

We are looking for talented individuals to join our team. As a graduate, you will get opportunities to pursue bold ideas, tackle complex challenges, and unlock limitless growth.
Successful candidates must be able to commit to an onboarding date by the end of the year. Please state your availability and graduation date clearly in your resume.

Responsibilities:
- Carry out interdisciplinary research in quantum chemistry and machine learning
- Perform theoretical analysis on machine-learning-based quantum chemical models
- Conduct large-scale quantum chemical simulations and verify the correctness and practicability of proposed models

Minimum Qualifications:
- Individuals who are completing or have recently completed a PhD degree in physics, chemistry, mathematics, machine learning or a related discipline.
- Research experience in quantum chemistry, machine learning or related fields
- Strong background in mathematical background and solid programming skills
- Good knowledge of machine learning or deep learning
- Ability to work independently and as part of a team

By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://jobs.bytedance.com/en/legal/privacy",1683,https://joinbytedance.com/search/7668595575944186117,,https://www.linkedin.com/jobs/view/4456160583,2026-09-09,62,62 applicants,,matched,title,2026-09-19,2026-09-19T07:03:33,2026-09-23,,14,startDate+linkedin,true,0,,,,,R&D,2026-09-09,,false,16,232200,286250,321587,subset,Machine Learning Scientist
A175559,Procurement Operations Manager,bytedance,ByteDance,Full time,,,,San Jose,1,San Jose,false,,United States of America,,0,"The Business Process Enablement team is responsible for standardizing and systemizing processes for data center development. By analyzing process execution indicator and identifying optimization opportunities, we provide process guidelines and system solutions to address business challenges. We aim to support the overall development of data center businesses.

We are looking for a self-motivated Procurement Operation expert. As a Procurement Operation expert, your responsibilities will include:

- Responsible for completing procurement process review in accordance with key control points, as well as prompting risk scenarios to ensure the transparency and compliance of business
- Oversee supplier lifecycle management process, including but not limited to DC supplier onboarding, information updates, risk control, performance review, tiered management, and offboarding
- Collaborate effectively with commercial teams, and refine supplier management strategies
- Continuously track operational performance indicators, analyze common issues in execution and efficiency, propose and follow up on feasible improvement measures

Minimum Qualifications
- Bachelor’s degree or higher in Supply Chain Management, Business Administration, Management of Technology or related majors
- 3+ years of relevant work experience
- Demonstrated knowledge of the principles and applications of procure to pay process
- Experienced in working collaboratively in cross-functional teams.
- Excellent logical thinking, problem-solving abilities and be proactive

Preferred Qualifications
- Deep understanding of the Data Center industry is preferred",1635,https://joinbytedance.com/search/7618630986354034949,,,,,,,no_match,,2026-09-19,,2026-09-23,,,,true,0,,,,,R&D,,,false,4,86757,133378,185000,subset,Operations Manager
A183977A,Research Scientist - Quantum Chemistry - Global Frontier Tech Recruitment Program - 2027 Start (PhD),bytedance,ByteDance,Full time,,,,San Jose,1,San Jose,false,,United States of America,,0,"We are looking for talented individuals to join our team in 2027. As a graduate, you will get opportunities to pursue bold ideas, tackle complex challenges, and unlock limitless growth. Launch your career where inspiration is infinite at our Company.

Successful candidates must be able to commit to an onboarding date by end of year 2027. Please state your availability and graduation date clearly in your resume.

Team Introduction:
The Seed-AI for Science team applies AI to drive breakthroughs in scientific computing research paradigms, focusing on biological foundation models, quantum chemistry, and molecular dynamics.

We are looking for candidates to join our team and conduct cutting-edge research in fundamental science, leveraging advanced machine learning techniques and large-scale computational infrastructure.

Topic Content:
Exploring research related to biomolecular design, quantum chemistry, multimodal large models for biomolecular structures, and machine learning-driven molecular dynamics.

1. Biomolecular Design: Developing multimodal foundational large models for the natural sciences, applied to the design, conformation generation, and structure prediction of proteins, DNA, RNA, and other biomolecules.
2. Quantum Chemistry: Conducting interdisciplinary research at the intersection of machine learning, quantum physics, and quantum chemistry to enable large-scale, high-precision scientific computing and numerical simulations.
3. Multimodal Biomolecular Structure Large Models: Building structure-centric multimodal large models for biomolecules, using a unified architecture to support key tasks including complex structure prediction, functional modeling, and molecular design.
4. Machine Learning Molecular Dynamics: Exploring the application of machine learning methods in force field development, molecular dynamics simulations, enhanced sampling, and other property calculation approaches, and scaling these for applications in drug discovery and materials discovery.

Responsibilities:
1. Conduct interdisciplinary research at the intersection of machine learning and scientific computing, exploring applications of AI in scientific domains such as physics and chemistry.
2. Develop large-scale numerical simulations for scientific computing, improving computational efficiency and accuracy.
3. Collaborate with interdisciplinary teams to drive projects from research exploration to full engineering deployment.

Minimum Qualifications:
1. Individuals who are completing or have recently completed a PhD degree in Computer Science, Machine Learning, Physics, Chemistry, Mathematics, or related fields.
2. Solid foundation in mathematics and strong programming skills.
3. Demonstrated ability for independent research and innovation, with the capacity to thrive in a fast-paced, interdisciplinary environment.
4. Strong interest in cutting-edge developments in artificial intelligence, with proficiency in using a wide range of AI tools.",2975,https://joinbytedance.com/search/7632426574734035253,,https://www.linkedin.com/jobs/view/4436766921,2026-09-08,144,144 applicants,,matched,title,2026-09-19,2026-09-19T07:03:35,2026-09-23,,15,startDate+linkedin,true,0,,,,,R&D,2026-09-08,,false,45,192370,245000,318947,subset,Research Scientist
A149688A,Machine Learning Engineer Graduate (AML-Engine-Orchestration) - 2027 Start,bytedance,ByteDance,Full time,,,,San Jose,1,San Jose,false,,United States of America,,0,"The Data-AML-Engine Orchestration team builds large-scale machine learning infrastructure that powers online model serving across ByteDance products, including TikTok. We develop the orchestration, scheduling, and resource management systems that connect heterogeneous compute infrastructure with production ML workloads.
You will work on systems that directly affect GPU utilization, serving latency and availability, infrastructure reliability, and MLE productivity. Depending on your background and interests, you may focus on one or more of the following areas.

We are looking for talented individuals to join our team. As a graduate, you will get opportunities to pursue bold ideas, tackle complex challenges, and unlock limitless growth.
Successful candidates must be able to commit to an onboarding date by the end of the year. Please state your availability and graduation date clearly in your resume.
Candidates can apply to a maximum of two positions and will be considered for jobs in the order you apply. The application limit is applicable to our Company and its affiliates' jobs globally. Applications will be reviewed on a rolling basis - we encourage you to apply early.

Responsibilities:

1. Design and build foundational orchestration capabilities for machine learning platforms, including Kubernetes Operators, container runtimes, and lifecycle management for jobs, services, and stateful workloads.
2. Build multi-tenant resource and quota systems that support priorities, preemption, fair sharing, elasticity, and cross-cluster scheduling. Improve GPU utilization and cost efficiency through resource pooling and FinOps.
3. Build lifecycle orchestration for online model serving, including model and image distribution, deployment, upgrades, rollback, autoscaling, multi-cluster operation, and disaster recovery.
4. Build serving orchestration and traffic management capabilities for disaggregated serving clusters, including topology-aware scheduling, KV Cache affinity, intelligent request routing, and QoS/SLA management.

Minimum Qualifications:
- Individuals who are completing or have recently completed a Bachelor's or Master's degree in Computer Science, Software Engineering, Artificial Intelligence, or a related technical field.
- Proficiency in at least one of Go, C++, or Python, with a solid foundation in data structures, algorithms, and software engineering principles.
- Familiarity with Linux and a foundational understanding of operating systems, computer networks, concurrent programming, and distributed systems.
- Strong hands-on and exploratory abilities, with a willingness to investigate systems through source code, metrics, logs, profiling, and experiments.
- A systematic and quantitative approach to problem solving, with the ability to define measurements, test hypotheses, and validate system improvements.
- Demonstrated ownership and collaboration through coursework, research, internships, open-source contributions, or other engineering projects.

Preferred Qualifications:
- Experience with Kubernetes, container runtimes, resource scheduling, quota management, multi-tenant systems, or FinOps.
- Contributions to open-source infrastructure projects such as Kubernetes, Volcano, Koordinator, or OpenKruise.
- Experience with model serving systems such as vLLM, SGLang, Triton, KServe, or Ray Serve, or an understanding of KV Cache, Continuous Batching, Prefill/Decode disaggregation, or model parallelism.
- Experience with online services, gateways, traffic management, autoscaling, performance optimization, or highly available distributed systems.
- Experience with GPU/NPU programming, heterogeneous resource scheduling, model distribution, or inference performance analysis.",3738,https://joinbytedance.com/search/7671141679848933685,,,,,,,no_match,,2026-09-19,,2026-09-23,,,,true,0,,,,,R&D,,,false,143,145920,211200,253620,subset,Machine Learning Engineer
A44484,Senior Cloud Infrastructure Architect,bytedance,ByteDance,Full time,,,,San Jose,1,San Jose,false,,United States of America,,0,"The cloud team is the core component of the ByteDance supply chain system, which aims to provide the company's global business with compliant, inexpensive, high-quality and efficient cloud supply chain end-to-end solutions. Its core mission includes global business support, compliance and controllability, low cost and high efficiency, and high-quality and reliable。

Join a team building the backbone of global AI infrastructure. Our Cloud Supply Chain team delivers end-to-end solutions that power the company's global business, combining compliance, cost efficiency, and quality at scale. We're not just managing supply chains; we're at the forefront of AI infrastructure strategy, ensuring the computing power behind the company's AI ambitions never becomes a bottleneck. As we look ahead, we're doubling down on AI Server cost optimization and driving smarter, leaner operations through full-chain cost governance and refined business practices. We're also investing heavily in process automation, freeing our people from repetitive work so they can focus on the high-value problems that actually move the needle. If you want to work where supply chain strategy directly shapes the future of AI, this is the team building it.

Job Duties:
- Collaborate with business operations, forecast future load and resource requirements, analyze historical and existing business behaviors and data trends, and make corresponding resource planning and adjustments to build medium- and long-term resource planning and architecture layout .
- Promote the maturity and improvement of platform modules, address resource layout, fulfillment, and management issues through automation and engineering means, and formulate resource capacity and management rules .
- Promote internal and external manufacturers to establish architecture evolution plans, and formulate medium- and long-term NPI introduction & architecture replacement mechanisms.
- Conduct a special resource architecture review for top businesses in terms of resource inventory
- Starting from the goal of achieving business development
- Understand the dependencies of business resource architecture
- Understand the prioritization of core business concerns (resources, availability, cost)
- Helps businesses stay informed about potential opportunities for architecture optimization in real-time

Minimum Qualifications:
- Bachelor's degree or above, majoring in computer-related fields, familiar with information and communication technology as well as computer architecture, such as operating systems, networks, databases, etc.;
- 3+ years of working in Cloud Service and AI Infrastructure.
- Possess the ability to systematically solve problems, good communication skills, and a sense of ownership, as well as teamwork and communication capabilities;

Preferred Qualifications:
- Familiarity with Cloud Service, AI infrastructure, Container Technology, and microservice architecture, with corresponding practical experience preferred;
- Familiar with the underlying knowledge and experience of mainstream product design principles and implementation architectures from different cloud computing vendors is preferred.",3172,https://joinbytedance.com/search/7626405652383189301,,,,,,,no_match,,2026-09-19,,2026-09-23,,,,true,0,,,,,R&D,,,false,,,,,,
